alpha,beta,lr,weight_decay,train_loss,test_acc,train_acc
1.5,1.0,0.001,0.01,0.28560979109333484,82.24,90.056
0.5,4.0,0.001,0.01,0.2911310448330276,82.77,89.898
0.9,2.0,0.001,0.01,0.2931613630938287,82.36,89.832
2.5,0.5,0.001,0.01,0.3022004271648368,81.96,89.474
0.9,2.5,0.001,0.01,0.31740702909170365,84.3,88.866
2.0,0.9,0.001,0.01,0.32600334180252893,79.22,88.584
1.0,2.0,0.001,0.01,0.32820320935273656,81.74,88.466
1.5,1.5,0.001,0.01,0.3289502326171009,82.21,88.528
1.0,2.5,0.001,0.01,0.3292224171514414,79.34,88.702
2.0,1.0,0.001,0.01,0.3300972352830731,81.57,88.482
0.9,3.0,0.001,0.01,0.3316395792882053,81.71,88.61
3.0,0.5,0.001,0.01,0.3329514790402383,81.52,88.338
0.9,3.5,0.001,0.01,0.3399697792317186,78.34,88.276
1.0,3.0,0.001,0.01,0.3410476072102177,78.8,88.184
3.5,0.5,0.001,0.01,0.35233824760938176,79.03,87.476
2.5,0.9,0.001,0.01,0.3536300294253291,80.36,87.674
0.9,4.0,0.001,0.01,0.35480882485910337,78.22,87.676
2.5,1.0,0.001,0.01,0.36456418630419946,76.17,87.39
1.0,3.5,0.001,0.01,0.3731812760233879,80.18,87.012
1.5,2.0,0.001,0.01,0.3736330282931425,78.0,87.212
1.0,4.0,0.001,0.01,0.3749238211585551,78.36,87.072
4.0,0.5,0.001,0.01,0.3754047546155599,79.8,86.872
2.0,1.5,0.001,0.01,0.3840588617841808,78.9,86.762
3.0,0.9,0.001,0.01,0.38820301057124623,79.24,86.622
1.5,2.5,0.001,0.01,0.39215434920422887,73.99,86.472
3.0,1.0,0.001,0.01,0.40699506885543163,76.85,85.964
1.5,3.0,0.001,0.01,0.41220939934861905,77.44,85.826
3.5,0.9,0.001,0.01,0.4146023027750911,78.38,85.632
3.5,1.0,0.001,0.01,0.4204523631808709,74.87,85.554
2.0,2.0,0.001,0.01,0.4214741088906113,75.26,85.62
4.0,0.9,0.001,0.01,0.4333498701453209,78.81,84.936
1.5,3.5,0.001,0.01,0.43527257138369035,73.7,84.994
2.5,1.5,0.001,0.01,0.4426120452734889,75.55,84.74
1.5,4.0,0.001,0.01,0.44354397727518663,69.76,84.626
2.0,2.5,0.001,0.01,0.4502751958005282,75.31,84.534
3.0,1.5,0.001,0.01,0.45580742477762454,77.54,84.316
4.0,1.0,0.001,0.01,0.45772745901224565,75.21,84.332
2.5,2.0,0.001,0.01,0.460278865482126,72.75,84.228
2.0,3.0,0.001,0.01,0.46459007780162653,71.46,84.0
2.0,3.5,0.001,0.01,0.4863661291952036,74.5,83.282
2.5,2.5,0.001,0.01,0.4869166354135591,75.97,83.324
3.5,1.5,0.001,0.01,0.4898359451671036,73.07,83.052
2.0,4.0,0.001,0.01,0.4999884885488724,68.28,82.64
2.5,3.0,0.001,0.01,0.5136434487542327,69.74,82.366
4.0,1.5,0.001,0.01,0.5142282580538672,73.57,82.272
3.0,2.0,0.001,0.01,0.5150225167067684,63.58,74.442
3.0,2.5,0.001,0.01,0.5159246374149712,68.81,82.382
3.5,2.0,0.001,0.01,0.534503098349182,68.31,81.692
2.5,3.5,0.001,0.01,0.5375260552581476,72.77,73.296
2.5,4.0,0.001,0.01,0.5469212635439269,68.88,81.174
3.0,3.0,0.001,0.01,0.5536066763559166,64.63,80.996
4.0,2.0,0.001,0.01,0.562683354378963,66.47,80.79
3.0,3.5,0.001,0.01,0.5740830834422793,71.62,80.358
3.5,2.5,0.001,0.01,0.5757499393455836,68.72,69.148
3.0,4.0,0.001,0.01,0.5907536621908752,64.41,79.874
3.5,3.0,0.001,0.01,0.5960209384864691,66.75,77.722
3.5,3.5,0.001,0.01,0.6109263417976243,67.37,79.248
4.0,2.5,0.001,0.01,0.6138824650219509,67.44,79.026
4.0,3.0,0.001,0.01,0.6396731343500468,67.51,78.196
3.5,4.0,0.001,0.01,0.6445646334667595,56.96,77.224
4.0,3.5,0.001,0.01,0.65078589730725,56.64,77.61
4.0,4.0,0.001,0.01,0.6684355872626208,66.27,77.052
