step;validation_loss;optimizer
62000;3.189439058303833;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
63000;3.2048184871673584;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
64000;3.188246488571167;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
65000;3.1896305084228516;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
66000;3.1815133094787598;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
67000;3.163118600845337;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
68000;3.1767830848693848;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
69000;3.1878979206085205;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
70000;3.1789166927337646;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
71000;3.1528537273406982;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
72000;3.1626882553100586;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
73000;3.1546316146850586;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
74000;3.156646966934204;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
75000;3.143510103225708;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
76000;3.148042917251587;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
77000;3.1393158435821533;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
78000;3.149371862411499;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
79000;3.1259119510650635;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
80000;3.129223108291626;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
81000;3.1184003353118896;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
82000;3.1158270835876465;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
83000;3.1188814640045166;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
84000;3.1133360862731934;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
85000;3.1125540733337402;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
86000;3.1116385459899902;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
87000;3.1168386936187744;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
88000;3.1159369945526123;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
89000;3.116525173187256;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
90000;3.1047163009643555;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
91000;3.080923080444336;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
92000;3.113314151763916;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
93000;3.095548629760742;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
94000;3.1077880859375;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
95000;3.097888231277466;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
96000;3.1005098819732666;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
97000;3.0948081016540527;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
98000;3.0882363319396973;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
99000;3.0806796550750732;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
100000;3.0857369899749756;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
