step;validation_loss;optimizer
62000;3.0371766090393066;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
63000;3.007164716720581;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
64000;3.018930435180664;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
65000;3.022148370742798;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
66000;3.006394863128662;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
67000;3.0121450424194336;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
68000;3.009134531021118;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
69000;2.996901273727417;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
70000;2.9919397830963135;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
71000;2.9862005710601807;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
72000;2.9871981143951416;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
73000;2.9904425144195557;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
74000;2.9868240356445312;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
75000;2.9659509658813477;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
76000;2.9587366580963135;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
77000;2.9616904258728027;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
78000;2.961520195007324;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
79000;2.969353437423706;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
80000;2.955765962600708;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
81000;2.947981595993042;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
82000;2.9510202407836914;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
83000;2.942593574523926;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
84000;2.9490537643432617;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
85000;2.9318201541900635;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
86000;2.932406425476074;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
87000;2.939892292022705;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
88000;2.9276745319366455;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
89000;2.9385149478912354;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
90000;2.92596435546875;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
91000;2.938101291656494;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
92000;2.9392971992492676;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
93000;2.922914981842041;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
94000;2.919102668762207;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
95000;2.923976421356201;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
96000;2.9264328479766846;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
97000;2.9293935298919678;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
98000;2.9153244495391846;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
99000;2.916221857070923;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
100000;2.922374963760376;INNAprop, ($\alpha$, $\beta$) = (2.0, 2.0)
