step;validation_loss;optimizer
63000;3.5345709323883057;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
64000;3.5371832847595215;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
65000;3.5415122509002686;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
66000;3.5350561141967773;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
67000;3.53385591506958;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
68000;3.54252552986145;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
69000;3.530611038208008;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
70000;3.5306832790374756;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
71000;3.5271718502044678;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
72000;3.533773422241211;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
73000;3.517115592956543;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
74000;3.517136335372925;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
75000;3.4967968463897705;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
76000;3.5137224197387695;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
77000;3.4950015544891357;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
78000;3.5126712322235107;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
79000;3.500878095626831;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
80000;3.5255463123321533;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
81000;3.500100612640381;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
82000;3.5203988552093506;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
83000;3.50273060798645;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
84000;3.507093906402588;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
85000;3.4867331981658936;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
86000;3.496940851211548;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
87000;3.4985921382904053;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
88000;3.5091025829315186;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
89000;3.491189956665039;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
90000;3.5015058517456055;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
91000;3.4946014881134033;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
92000;3.4869186878204346;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
93000;3.477494716644287;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
94000;3.4877209663391113;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
95000;3.489048957824707;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
96000;3.502697229385376;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
97000;3.484501361846924;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
98000;3.504021406173706;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
99000;3.489536762237549;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
100000;3.486659049987793;INNAprop, ($\alpha$, $\beta$) = (1.0, 1.0)
